random_ID,Ch_gender,Deprivation,M_age,M_work,F_age,F_work,No_bedrooms,M_years_current_addr,M_owns_residence,M_education,M_work_hours,M_smoke,F_years_current_addr,F_owns_residence,F_education,F_work_hours,F_smoke,Cellphone,Landline,Internet,Hhld_income_cat,Hhld_income_value,No_usual_resdnt,Parents,Ch_Ethnicity,M_Ethnicity,F_Ethnicity,M_benefit,F_benefit
2193,male,6,32,full_time,32,full_time,4,4,owns,level_2_3,30,never,1,owns,level_2_3,40,smoker,none,landline,internet,14,100000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2194,female,9,26,not in LF,NA,NA,2,4,not_owned,NA,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,3,mother,Maori,Maori,NA,benefit,benefit
2195,female,10,21,not in LF,NA,NA,NA,0,NA,NA,0,smoker,NA,NA,NA,0,NA,none,none,none,6,17500,2,mother,Maori,Maori,NA,benefit,benefit
2196,female,4,32,full_time,32,full_time,4,1,owns,post_grad,NA,never,3,owns,degree,50,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,Other,NZEuropean,benefit,benefit
2197,female,9,28,full_time,28,full_time,3,1,owns,level_2_3,28,never,1,owns,none,50,never,none,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2198,male,10,34,not in LF,NA,NA,3,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,8,27500,4,mother,NA,NZEuropean,NA,benefit,benefit
2199,female,2,29,not in LF,30,full_time,4,0,not_owned,none,0,never,0,not_owned,none,47,ex_smoker,cellphone,landline,internet,13,85000,5,two,NZEuropean,NZEuropean,Other,benefit,benefit
2200,female,4,34,not in LF,36,full_time,3,NA,NA,degree,0,never,1,owns,post_grad,50,never,cellphone,landline,internet,12,60000,4,two,Other,NA,Other,benefit,benefit
2201,male,2,30,full_time,30,full_time,3,6,not_owned,level_2_3,30,never,NA,not_owned,none,40,NA,cellphone,landline,internet,14,100000,3,two,Other,Other,Other,benefit,benefit
2202,female,10,34,not in LF,34,full_time,2,4,owns,level_2_3,0,ex_smoker,4,owns,level_1,40,ex_smoker,cellphone,landline,none,8,27500,4,two,Other,Other,Other,benefit,benefit
2203,male,9,39,NA,40,NA,3,NA,NA,NA,0,NA,0,not_owned,NA,0,NA,cellphone,landline,internet,NA,NA,4,two,NA,NA,NZEuropean,benefit,benefit
2204,male,2,43,not in LF,40,full_time,3,2,not_owned,level_2_3,0,never,2,NA,level_2_3,NA,smoker,cellphone,landline,internet,11,45000,5,two,Asian,Asian,Asian,benefit,benefit
2205,female,8,28,not in LF,NA,NA,2,2,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,3,mother,NZEuropean,NZEuropean,NA,benefit,benefit
2206,male,4,33,part_time,34,full_time,3,6,owns,level_2_3,16,never,6,owns,level_1,40,never,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2207,female,9,NA,NA,24,not in LF,4,NA,NA,NA,0,NA,0,not_owned,level_2_3,0,never,none,landline,internet,NA,NA,7,father,NA,NA,Maori,benefit,benefit
2208,female,4,37,NA,34,full_time,3,4,owns,level_2_3,0,ex_smoker,2,owns,level_1,43,never,cellphone,landline,internet,10,37500,5,two,Other,NZEuropean,Other,benefit,benefit
2209,male,4,32,not in LF,33,full_time,3,3,owns,level_4,0,ex_smoker,3,owns,level_4,50,never,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2210,female,8,34,not in LF,30,full_time,3,0,not_owned,level_4,0,ex_smoker,0,not_owned,level_4,42,never,cellphone,landline,none,11,45000,4,two,Maori,Pacific,Maori,benefit,benefit
2211,female,3,26,not in LF,35,full_time,2,0,owns,level_2_3,0,smoker,0,NA,level_2_3,50,NA,cellphone,none,none,11,45000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2212,male,8,28,not in LF,28,full_time,5,0,not_owned,level_2_3,0,smoker,2,not_owned,level_4,NA,smoker,cellphone,landline,internet,NA,NA,7,two,NZEuropean,Maori,NZEuropean,benefit,benefit
2213,female,2,33,full_time,29,full_time,3,2,owns,level_2_3,20,NA,2,owns,degree,40,never,cellphone,landline,internet,12,60000,5,two,Maori,NZEuropean,Maori,benefit,benefit
2214,male,7,34,not in LF,45,full_time,3,3,not_owned,level_1,0,smoker,0,not_owned,level_2_3,45,ex_smoker,cellphone,landline,internet,12,60000,5,two,Maori,Maori,Maori,benefit,benefit
2215,male,9,22,not in LF,20,full_time,2,0,not_owned,diploma,0,smoker,1,not_owned,none,45,never,cellphone,none,none,10,37500,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2216,female,7,22,full_time,21,full_time,3,22,not_owned,degree,10,smoker,4,not_owned,none,NA,smoker,cellphone,landline,internet,NA,NA,6,two,Pacific,Pacific,Pacific,benefit,benefit
2217,male,2,31,not in LF,26,full_time,3,4,not_owned,degree,25,never,2,NA,degree,40,smoker,cellphone,landline,internet,13,85000,4,two,Asian,Asian,Asian,benefit,benefit
2218,male,10,34,not in LF,NA,NA,3,0,not_owned,level_1,0,smoker,NA,NA,NA,0,NA,none,none,none,NA,NA,3,mother,Maori,Maori,NA,benefit,benefit
2219,female,1,40,full_time,58,full_time,4,0,not_owned,level_1,60,never,2,owns,level_4,32,never,cellphone,landline,internet,14,100000,5,two,Asian,NZEuropean,NZEuropean,benefit,benefit
2220,female,4,39,not in LF,NA,NA,2,0,owns,diploma,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,4,7500,3,mother,NZEuropean,NZEuropean,NA,benefit,benefit
2221,male,6,31,not in LF,34,full_time,3,4,owns,diploma,0,never,4,owns,level_2_3,45,never,cellphone,landline,internet,14,100000,3,two,Other,Other,Other,benefit,benefit
2222,female,2,34,not in LF,36,full_time,4,6,owns,level_2_3,0,never,6,owns,level_4,48,ex_smoker,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2223,female,9,29,not in LF,27,full_time,4,2,owns,none,0,never,0,owns,level_1,55,NA,cellphone,landline,internet,8,27500,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2224,male,4,34,not in LF,44,part_time,4,10,owns,level_4,0,ex_smoker,10,NA,post_grad,20,NA,cellphone,landline,internet,NA,NA,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2225,female,3,46,not in LF,NA,NA,3,3,NA,NA,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,NA,NA,3,mother,NZEuropean,NZEuropean,NA,benefit,benefit
2226,male,10,31,not in LF,NA,NA,3,0,not_owned,level_1,0,smoker,NA,NA,NA,0,NA,none,landline,none,6,17500,5,mother,Maori,Maori,NA,benefit,benefit
2227,female,8,25,not in LF,27,full_time,3,2,not_owned,level_2_3,0,never,1,not_owned,level_4,40,never,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2228,female,8,32,part_time,36,full_time,3,NA,owns,degree,23,NA,2,owns,NA,40,never,cellphone,landline,internet,NA,NA,5,two,NZEuropean,NA,Asian,benefit,benefit
2229,female,3,33,not in LF,32,full_time,4,0,owns,level_2_3,0,ex_smoker,0,owns,level_2_3,45,NA,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2230,male,9,30,not in LF,45,full_time,4,1,not_owned,none,0,smoker,1,not_owned,level_2_3,40,never,cellphone,none,none,12,60000,8,two,Maori,Maori,Maori,benefit,benefit
2231,male,7,42,part_time,NA,NA,3,3,not_owned,none,15,never,NA,NA,NA,0,NA,cellphone,landline,none,5,12500,4,mother,NZEuropean,NZEuropean,NA,benefit,benefit
2232,female,1,31,not in LF,31,full_time,3,0,owns,degree,0,never,0,owns,level_4,40,never,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NA,benefit,benefit
2233,male,5,31,part_time,40,full_time,3,1,owns,degree,25,never,3,owns,level_4,53,ex_smoker,none,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2234,male,3,24,part_time,32,full_time,3,0,owns,level_2_3,9,ex_smoker,0,owns,level_2_3,45,smoker,cellphone,landline,none,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2235,female,9,25,not in LF,NA,NA,3,20,not_owned,none,0,never,NA,NA,NA,0,NA,none,landline,none,12,60000,7,mother,Pacific,Pacific,NA,benefit,benefit
2236,female,8,39,part_time,39,full_time,3,0,not_owned,degree,40,smoker,0,owns,level_2_3,40,smoker,cellphone,landline,internet,NA,NA,5,two,Asian,Asian,Asian,benefit,benefit
2237,female,2,30,not in LF,29,full_time,4,1,owns,level_2_3,0,never,1,owns,level_2_3,50,never,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2238,female,6,19,not in LF,NA,NA,2,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,7,22500,2,mother,NZEuropean,NZEuropean,NA,benefit,benefit
2239,male,3,32,part_time,NA,NA,4,0,not_owned,post_grad,10,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,12,60000,5,mother,Maori,Maori,NA,benefit,benefit
2240,female,7,18,not in LF,NA,NA,2,0,not_owned,none,0,never,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,5,mother,Maori,Maori,NA,benefit,benefit
2241,male,2,33,full_time,34,full_time,5,3,owns,degree,36,never,NA,owns,degree,45,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2242,female,1,36,not in LF,34,full_time,4,2,owns,degree,0,never,2,owns,degree,40,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2243,male,1,36,unemployed,35,full_time,3,2,owns,degree,0,NA,2,owns,post_grad,40,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2244,female,1,37,not in LF,30,full_time,4,1,owns,diploma,0,never,5,owns,diploma,40,smoker,cellphone,landline,internet,12,60000,5,two,Asian,Asian,Asian,benefit,benefit
2245,female,8,24,not in LF,24,full_time,2,4,not_owned,diploma,0,never,4,not_owned,diploma,40,never,cellphone,landline,internet,8,27500,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2246,female,7,22,not in LF,NA,NA,3,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,none,landline,none,6,17500,5,mother,NZEuropean,NZEuropean,NA,benefit,benefit
2247,male,2,23,not in LF,32,full_time,2,0,not_owned,level_2_3,0,ex_smoker,0,not_owned,none,40,ex_smoker,cellphone,landline,none,10,37500,3,two,Maori,Maori,NZEuropean,benefit,benefit
2248,female,2,28,part_time,33,full_time,4,4,owns,level_4,20,never,4,owns,level_4,40,NA,cellphone,landline,internet,14,100000,4,two,Asian,Asian,Asian,benefit,benefit
2249,male,3,31,full_time,32,full_time,3,6,owns,level_4,34,never,4,owns,diploma,50,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2250,female,10,36,not in LF,NA,NA,3,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,11,mother,Maori,Maori,NA,benefit,benefit
2251,female,9,36,not in LF,NA,NA,2,2,NA,NA,0,never,NA,NA,NA,0,NA,none,landline,internet,5,12500,2,mother,Asian,Asian,NA,benefit,benefit
2252,female,9,21,not in LF,21,part_time,3,5,not_owned,level_2_3,0,never,1,not_owned,level_2_3,8,never,cellphone,landline,internet,11,45000,6,two,Maori,Maori,Pacific,benefit,benefit
2253,male,4,25,full_time,27,full_time,3,0,not_owned,level_1,0,smoker,0,not_owned,level_2_3,52,smoker,cellphone,none,none,11,45000,3,two,Maori,NZEuropean,Maori,benefit,benefit
2254,male,2,26,not in LF,36,part_time,4,2,not_owned,level_2_3,0,never,5,owns,level_2_3,0,never,none,landline,none,NA,NA,7,two,Asian,Asian,Asian,benefit,benefit
2255,male,3,33,part_time,34,full_time,3,4,owns,post_grad,11,ex_smoker,6,owns,level_2_3,50,never,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2256,male,6,22,not in LF,NA,NA,2,0,NA,NA,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,2,mother,Pacific,Pacific,NA,benefit,benefit
2257,female,6,33,not in LF,NA,NA,3,0,owns,none,0,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,3,2500,2,mother,Maori,NZEuropean,NA,benefit,benefit
2258,female,10,24,not in LF,NA,NA,2,1,NA,none,0,smoker,NA,NA,NA,0,NA,none,none,none,5,12500,3,mother,Maori,Maori,NA,benefit,benefit
2259,male,8,31,not in LF,33,full_time,3,5,owns,level_2_3,0,never,6,owns,level_2_3,60,never,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2260,female,1,32,NA,31,full_time,4,6,NA,NA,NA,NA,6,owns,level_4,40,ex_smoker,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NA,NZEuropean,benefit,benefit
2261,female,1,38,part_time,35,full_time,3,8,owns,post_grad,24,never,8,owns,degree,40,never,none,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2262,female,4,34,not in LF,38,NA,4,4,not_owned,level_1,0,smoker,4,not_owned,level_2_3,0,never,cellphone,landline,none,NA,NA,5,two,Other,Other,NA,benefit,benefit
2263,male,10,22,not in LF,27,not in LF,2,2,not_owned,level_2_3,0,never,2,not_owned,none,0,never,cellphone,none,none,11,45000,4,two,Pacific,Pacific,Pacific,benefit,benefit
2264,female,1,36,not in LF,38,full_time,5,0,not_owned,degree,0,never,0,not_owned,diploma,53,never,none,landline,internet,14,100000,7,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2265,male,7,34,not in LF,NA,NA,2,0,not_owned,level_2_3,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,9,32500,4,mother,Asian,Asian,NA,benefit,benefit
2266,female,6,NA,NA,36,full_time,3,NA,NA,NA,0,NA,4,owns,level_1,40,ex_smoker,cellphone,landline,internet,NA,NA,3,father,NZEuropean,NA,NZEuropean,benefit,benefit
2267,female,7,32,full_time,36,full_time,3,3,not_owned,level_2_3,50,ex_smoker,3,not_owned,level_2_3,50,smoker,cellphone,landline,none,13,85000,5,two,Pacific,Pacific,Pacific,benefit,benefit
2268,female,9,29,not in LF,NA,NA,3,3,not_owned,none,0,smoker,NA,NA,NA,0,NA,none,none,none,NA,NA,5,mother,Maori,Maori,NA,benefit,benefit
2269,female,9,19,NA,23,full_time,3,NA,not_owned,level_2_3,0,NA,0,not_owned,level_2_3,40,smoker,cellphone,none,none,NA,NA,3,two,Maori,Maori,NZEuropean,benefit,benefit
2270,female,9,33,part_time,34,full_time,3,1,owns,level_2_3,28,never,2,owns,level_1,47,ex_smoker,cellphone,landline,internet,12,60000,3,two,Maori,NZEuropean,Maori,benefit,benefit
2271,female,6,32,unemployed,35,full_time,2,0,not_owned,level_2_3,0,never,0,not_owned,NA,40,ex_smoker,cellphone,landline,none,NA,NA,5,two,Asian,Asian,Asian,benefit,benefit
2272,male,10,25,full_time,39,full_time,3,0,owns,level_2_3,0,NA,2,NA,none,40,never,cellphone,landline,none,14,100000,20,two,Pacific,Pacific,Pacific,benefit,benefit
2273,female,2,33,part_time,41,full_time,4,6,owns,diploma,0,NA,6,owns,degree,40,smoker,cellphone,landline,none,14,100000,6,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2274,male,4,28,part_time,29,full_time,4,4,owns,none,2,never,1,owns,NA,45,never,cellphone,landline,internet,12,60000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2275,male,6,29,not in LF,39,full_time,2,2,not_owned,level_2_3,0,never,1,not_owned,level_2_3,70,never,cellphone,landline,internet,12,60000,4,two,Asian,Asian,Asian,benefit,benefit
2276,female,10,38,full_time,49,NA,NA,7,NA,NA,0,NA,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,8,two,NA,NA,NA,benefit,benefit
2277,female,5,24,not in LF,NA,NA,3,18,not_owned,level_1,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,internet,9,32500,5,mother,Maori,Maori,NA,benefit,benefit
2278,male,9,32,not in LF,33,part_time,2,2,not_owned,degree,0,never,4,not_owned,diploma,NA,never,cellphone,landline,internet,11,45000,4,two,Asian,Asian,NZEuropean,benefit,benefit
2279,female,9,37,not in LF,37,full_time,5,8,owns,level_1,0,never,8,owns,level_2_3,NA,ex_smoker,none,landline,internet,10,37500,8,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2280,male,5,27,not in LF,NA,NA,4,0,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,landline,internet,14,100000,8,mother,Maori,Pacific,NA,benefit,benefit
2281,male,8,35,not in LF,45,full_time,4,2,owns,none,0,ex_smoker,2,owns,none,40,never,cellphone,landline,internet,14,100000,7,two,Other,Other,Other,benefit,benefit
2282,male,10,42,not in LF,39,full_time,3,5,not_owned,none,0,NA,9,not_owned,none,40,NA,none,landline,none,11,45000,4,two,Pacific,Pacific,Pacific,benefit,benefit
2283,female,2,36,not in LF,38,NA,5,2,owns,degree,0,never,2,owns,NA,0,NA,none,landline,internet,NA,NA,4,two,Asian,Asian,NA,benefit,benefit
2284,female,9,38,not in LF,27,not in LF,3,4,not_owned,none,0,ex_smoker,1,not_owned,none,0,smoker,cellphone,none,none,11,45000,5,two,Pacific,Pacific,NA,benefit,benefit
2285,female,10,21,not in LF,NA,NA,3,NA,not_owned,none,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,6,mother,Maori,Maori,NA,benefit,benefit
2286,female,9,52,part_time,NA,NA,2,0,not_owned,none,NA,never,NA,NA,NA,0,NA,cellphone,none,none,NA,NA,2,mother,NZEuropean,NZEuropean,NA,benefit,benefit
2287,female,8,29,full_time,30,full_time,2,1,owns,NA,NA,smoker,0,owns,NA,50,NA,cellphone,landline,internet,14,100000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2288,male,2,35,part_time,32,full_time,5,1,owns,degree,NA,never,1,owns,level_1,50,ex_smoker,cellphone,landline,internet,12,60000,4,two,Other,Other,Other,benefit,benefit
2289,male,8,25,not in LF,32,full_time,3,0,not_owned,NA,0,never,0,not_owned,level_2_3,45,never,none,landline,internet,13,85000,3,two,Asian,Asian,NZEuropean,benefit,benefit
2290,female,6,38,not in LF,34,unemployed,3,5,owns,level_4,0,smoker,4,owns,none,0,never,none,landline,internet,10,37500,5,two,Maori,NZEuropean,Maori,benefit,benefit
2291,male,4,33,part_time,27,full_time,4,0,owns,level_1,2,never,0,owns,diploma,70,never,cellphone,landline,internet,NA,NA,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2292,female,9,25,not in LF,26,full_time,3,2,not_owned,level_2_3,0,never,1,not_owned,none,0,smoker,none,landline,none,NA,NA,10,two,Pacific,Pacific,Pacific,benefit,benefit
2293,female,9,25,not in LF,30,full_time,4,0,not_owned,level_1,0,ex_smoker,0,not_owned,level_2_3,35,ex_smoker,cellphone,landline,internet,14,100000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2294,male,2,31,not in LF,38,full_time,3,8,owns,level_2_3,0,ex_smoker,4,owns,level_2_3,42,ex_smoker,cellphone,landline,internet,12,60000,3,two,Other,Other,Other,benefit,benefit
2295,male,7,32,not in LF,36,full_time,3,3,owns,level_1,0,ex_smoker,3,owns,degree,45,never,cellphone,landline,internet,11,45000,5,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2296,male,4,33,not in LF,NA,NA,NA,5,owns,diploma,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,12,60000,2,mother,Other,Other,NA,benefit,benefit
2297,female,6,36,not in LF,37,full_time,3,0,not_owned,post_grad,0,never,0,not_owned,degree,40,never,none,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2298,female,3,22,unemployed,26,full_time,2,2,not_owned,level_2_3,0,never,2,not_owned,level_4,40,never,cellphone,landline,internet,11,45000,5,two,Asian,NA,Asian,benefit,benefit
2299,male,4,37,not in LF,43,full_time,4,2,not_owned,level_1,0,ex_smoker,6,owns,level_2_3,40,NA,cellphone,landline,internet,13,85000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2300,male,5,29,not in LF,32,full_time,3,NA,owns,diploma,0,never,25,owns,level_4,45,ex_smoker,cellphone,landline,internet,11,45000,3,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2301,male,9,24,not in LF,NA,NA,3,0,not_owned,NA,0,smoker,NA,NA,NA,0,NA,cellphone,none,none,5,12500,4,mother,NZEuropean,NZEuropean,NA,benefit,benefit
2302,male,7,20,not in LF,NA,NA,2,0,not_owned,level_1,0,ex_smoker,NA,NA,NA,0,NA,cellphone,landline,none,10,37500,2,mother,Maori,NZEuropean,NA,benefit,benefit
2303,female,9,35,NA,NA,NA,3,0,NA,level_1,0,NA,NA,NA,NA,0,NA,cellphone,landline,none,6,17500,4,mother,Pacific,NA,NA,benefit,benefit
2304,male,4,25,part_time,29,full_time,4,4,not_owned,diploma,10,never,2,not_owned,none,50,ex_smoker,cellphone,landline,internet,12,60000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2305,male,6,25,not in LF,38,full_time,3,3,not_owned,NA,0,never,1,not_owned,degree,80,never,cellphone,landline,internet,1,NA,5,two,Asian,Asian,Asian,benefit,benefit
2306,male,7,29,full_time,29,full_time,3,1,not_owned,level_4,40,ex_smoker,0,not_owned,level_4,50,never,cellphone,landline,internet,12,60000,5,two,Maori,NZEuropean,Maori,benefit,benefit
2307,female,8,30,not in LF,NA,NA,2,0,owns,post_grad,0,never,NA,NA,NA,0,NA,cellphone,landline,internet,4,7500,4,mother,Asian,Asian,NA,benefit,benefit
2308,female,5,19,not in LF,NA,NA,4,9,not_owned,level_2_3,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,14,100000,7,mother,Maori,Maori,NA,benefit,benefit
2309,male,6,32,not in LF,34,full_time,4,2,NA,degree,0,NA,2,owns,level_4,NA,ex_smoker,cellphone,landline,internet,8,27500,4,two,NZEuropean,NA,NZEuropean,benefit,benefit
2310,female,8,19,not in LF,NA,NA,2,0,not_owned,NA,0,smoker,NA,NA,NA,0,NA,cellphone,landline,none,9,32500,2,mother,Maori,Maori,NA,benefit,benefit
2311,female,4,27,not in LF,29,full_time,3,0,not_owned,level_2_3,0,never,2,owns,level_4,46,smoker,cellphone,landline,internet,13,85000,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2312,female,1,36,part_time,35,full_time,3,0,owns,degree,20,ex_smoker,3,owns,level_4,40,never,cellphone,landline,internet,13,85000,3,two,Maori,Maori,NZEuropean,benefit,benefit
2313,male,7,32,full_time,34,full_time,2,0,not_owned,degree,40,never,2,not_owned,degree,40,never,cellphone,landline,none,13,85000,4,two,Asian,Asian,Asian,benefit,benefit
2314,male,5,27,not in LF,33,NA,3,0,not_owned,level_4,7,ex_smoker,1,not_owned,level_2_3,0,smoker,none,landline,internet,7,22500,4,two,NZEuropean,NZEuropean,NZEuropean,benefit,benefit
2315,female,5,34,not in LF,29,full_time,3,2,owns,diploma,0,never,0,owns,post_grad,40,never,cellphone,landline,internet,13,85000,4,two,Maori,Maori,Maori,benefit,benefit
2316,male,1,30,not in LF,35,full_time,3,0,owns,level_2_3,0,never,0,owns,level_4,40,ex_smoker,cellphone,landline,internet,11,45000,3,two,Maori,Asian,Maori,benefit,benefit
2317,male,10,35,not in LF,38,full_time,3,5,not_owned,level_2_3,0,smoker,6,not_owned,level_1,45,ex_smoker,cellphone,landline,internet,10,37500,8,two,Maori,Maori,Maori,benefit,benefit
