ethnicity,region,sex,agegrp,qualification,occupation,hours,income
European,Auckland,female,35,vocational,community,40,1674
European,Otago,male,15,school,community,52,1020
European,Taranaki,female,45,vocational,community,0,422
European,Waikato,female,30,none,community,0,-86
European,Auckland,male,30,school,community,46,1100
European,Northland,male,55,vocational,community,50,3931
European,Auckland,female,35,vocational,community,2,121
European,Auckland,male,35,vocational,community,45,1555
European,Wellington,male,55,vocational,community,45,773
European,Nelson,male,45,vocational,community,71,3586
European,Wellington,female,30,degree,community,40,682
European,Christchurch,male,60,none,community,9.5,531
European,Christchurch,male,50,vocational,community,50,720
European,Nelson,female,25,vocational,community,25,872
European,Christchurch,male,60,none,community,45,580
European,Waikato,female,50,vocational,community,45,813
European,Northland,female,50,none,community,40,1122
European,BoP,female,60,vocational,community,0,187
European,Waikato,male,55,none,community,40,1001
European,Nelson,male,45,vocational,community,43,2016
European,Auckland,female,40,school,community,7.5,165
European,Waikato,male,20,school,community,77,1185
European,Auckland,female,30,vocational,community,15,309
European,Southland,female,55,vocational,community,40,1203
European,Christchurch,female,20,none,community,40,886
European,Auckland,male,20,vocational,community,40,499
European,Manawatu,male,55,other,community,44,1219
European,Waikato,female,40,vocational,community,40,770
European,Auckland,female,20,vocational,community,5,63
European,Christchurch,female,35,vocational,community,37,599
European,Wellington,male,15,school,community,40,836
European,Wellington,male,20,degree,community,6,82
European,Waikato,male,50,vocational,community,30,937
European,Auckland,male,50,degree,community,40,1440
European,Southland,female,50,vocational,community,0,37
European,Christchurch,female,60,school,community,40,748
European,BoP,female,25,vocational,community,40,1381
European,Auckland,female,45,vocational,community,37,596
European,Christchurch,male,45,none,community,45,1196
European,Christchurch,male,40,school,community,50,1728
European,Christchurch,female,55,degree,community,40,1055
European,Nelson,female,20,none,community,0,4
European,Auckland,male,20,school,community,39,1338
European,BoP,female,60,vocational,community,40,700
European,Manawatu,female,35,none,community,40,955
European,Wellington,female,60,vocational,community,40,690
European,Auckland,male,20,school,community,10,149
European,Christchurch,female,55,school,community,51,1017
European,Gisborne,female,35,degree,community,0,147
European,Southland,male,45,other,community,40,1242
European,Auckland,male,15,school,community,6,86
European,Manawatu,female,40,school,community,38.5,685
European,Otago,female,40,school,community,9.5,503
European,Christchurch,female,55,vocational,community,40,897
European,Auckland,female,50,school,community,10,135
European,Northland,male,45,vocational,community,60,619
European,Auckland,female,55,vocational,community,43.5,571
European,Auckland,male,40,vocational,community,12,198
European,Northland,female,55,vocational,community,16,765
European,Wellington,male,35,degree,community,41.5,615
European,Wellington,female,45,school,community,0,608
European,Christchurch,female,65,vocational,community,40,863
European,Manawatu,female,55,degree,community,29,479
European,BoP,female,30,school,community,0,-1440
European,Nelson,female,25,vocational,community,11,186
European,Nelson,male,40,vocational,community,34,442
European,Christchurch,female,50,school,community,20,505
European,Auckland,female,35,degree,community,40,946
European,Auckland,male,45,school,community,40,1730
European,Southland,male,45,none,community,40,323
European,Manawatu,female,20,vocational,community,8,132
European,Nelson,female,55,none,community,20,618
European,Christchurch,female,30,vocational,community,37.5,536
European,Wellington,female,15,school,community,20,238
European,Gisborne,female,65,school,community,48,907
European,Wellington,female,55,vocational,community,40,792
European,Gisborne,female,55,school,community,37.5,934
European,Wellington,male,50,vocational,community,40,1246
European,Christchurch,female,45,degree,community,11,141
European,Auckland,female,15,school,community,10,330
European,Auckland,female,30,school,community,40,904
European,Auckland,female,25,vocational,community,40,574
European,Wellington,male,35,vocational,community,62,1841
European,Nelson,female,30,vocational,community,40,990
European,Waikato,female,20,vocational,community,20,289
European,Waikato,female,55,vocational,community,50,1148
European,Gisborne,male,30,vocational,community,27.5,489
European,Otago,female,55,vocational,community,33,757
European,Manawatu,female,20,vocational,community,50,811
European,Christchurch,female,15,none,community,45,976
European,Nelson,female,60,degree,community,40,984
European,Waikato,female,40,vocational,community,0,-863
European,Manawatu,female,55,none,community,40,802
European,Auckland,female,55,school,community,0,346
European,Auckland,female,20,vocational,community,15,503
European,Auckland,female,30,degree,community,41,795
European,Nelson,male,55,school,community,40,572
European,Christchurch,female,60,vocational,community,30,783
European,Christchurch,male,20,degree,community,40,792
European,Waikato,female,20,school,community,49,972
European,Waikato,male,55,none,community,37,759
European,Otago,female,40,school,community,4,97
European,Christchurch,male,25,degree,community,55,1196
European,Auckland,female,30,degree,community,8,138
European,Northland,female,40,vocational,community,40,1078
European,Northland,female,55,vocational,community,0,488
European,Taranaki,female,55,vocational,community,25.5,365
European,Nelson,male,25,vocational,community,7,515
European,Christchurch,female,35,vocational,community,37.5,1399
European,Christchurch,female,50,school,community,36.5,1161
European,Auckland,female,50,school,community,40,1344
European,Southland,male,60,none,community,45,790
European,Southland,female,30,school,community,32,432
European,Northland,female,50,school,community,37.5,1097
European,Auckland,female,40,school,community,2.5,137
European,Wellington,female,35,vocational,community,0,135
European,Wellington,male,20,school,community,42.5,866
European,Wellington,male,65,other,community,3,138
European,Nelson,female,60,vocational,community,35,616
European,Auckland,female,50,school,community,4,68
European,BoP,male,65,vocational,community,40,1510
European,Auckland,male,60,degree,community,40,522
European,Wellington,female,45,vocational,community,15,264
European,Auckland,female,55,school,community,42,1196
European,Nelson,female,50,other,community,14,449
European,Auckland,female,35,none,community,40.5,1880
European,Southland,female,35,school,community,10,139
European,Auckland,male,60,degree,community,40,1610
European,Otago,female,55,school,community,16,580
European,Southland,female,30,school,community,37.5,720
European,Wellington,male,15,vocational,community,45,673
European,Wellington,female,60,vocational,community,37.5,1557
European,Southland,female,45,vocational,community,40,759
European,Wellington,female,60,other,community,40,854
European,BoP,male,25,none,community,30,513
European,Waikato,male,45,vocational,community,60,1189
European,Wellington,female,20,degree,community,5,28
European,Gisborne,female,20,vocational,community,0,392
European,Wellington,female,55,none,community,31,801
European,Waikato,female,40,other,community,38,1078
European,Auckland,male,15,school,community,35,567
European,Wellington,female,20,school,community,36,640
European,Manawatu,female,55,none,community,40,944
European,Wellington,female,35,vocational,community,37.5,483
European,Auckland,female,20,other,community,27.5,323
European,Wellington,male,45,vocational,community,60,1299
European,Southland,male,45,vocational,community,40,1070
European,BoP,male,20,vocational,community,37.5,1057
European,Auckland,female,55,vocational,community,32,1219
European,Auckland,female,50,degree,community,35,485
European,Manawatu,female,50,vocational,community,16,310
European,Gisborne,female,60,vocational,community,34.5,373
European,Wellington,female,50,vocational,community,45,926
European,Otago,male,50,school,community,34,924
European,Christchurch,male,25,vocational,community,20,639
European,Auckland,male,60,degree,community,40,972
European,Christchurch,female,20,degree,community,0,28
European,Auckland,female,45,none,community,37.5,693
European,Christchurch,female,45,vocational,community,37.5,506
European,Waikato,male,55,none,community,40,1139
European,Nelson,female,45,school,community,2,35
European,Gisborne,female,45,none,community,40,1017
European,Wellington,female,20,school,community,9,134
European,BoP,male,20,other,community,6,50
European,Wellington,female,30,other,community,40,550
