Country,Region,Life.Expectancy,GDP.per.Capita,Population,Year,Children.per.Woman
Cook Islands,East Asia & Pacific,,,19918, yr 1968,
Fiji,East Asia & Pacific,58.805,2290.592972,495000, yr 1968,4.892
French Polynesia,East Asia & Pacific,59.375,15788.21439,107309, yr 1968,6.096
Guam,East Asia & Pacific,64.689,,83800, yr 1968,4.716
"Hong Kong, China",East Asia & Pacific,70.237,6269.778873,3802700, yr 1968,3.938
Indonesia,East Asia & Pacific,46.259,827.2856015,111532000, yr 1968,5.556
Japan,East Asia & Pacific,71.75,10991.99599,101960672, yr 1968,2.048
Kiribati,East Asia & Pacific,,,47213, yr 1968,
"Korea, Dem. Rep.",East Asia & Pacific,60.375,1866,13024159, yr 1968,
"Korea, Rep.",East Asia & Pacific,57.9,1768,30838000, yr 1968,4.725
Laos,East Asia & Pacific,,924.9129318,2729886, yr 1968,6
"Macao, China",East Asia & Pacific,65.045,,247282, yr 1968,3.181
Malaysia,East Asia & Pacific,59.809,2416.927235,10409339, yr 1968,5.89
Marshall Islands,East Asia & Pacific,,,19870, yr 1968,
"Micronesia, Fed. Sts.",East Asia & Pacific,60.797,,53432, yr 1968,6.924
Mongolia,East Asia & Pacific,51.542,1262.518897,1181000, yr 1968,7.313
Myanmar,East Asia & Pacific,49.872,691.4888788,26362230, yr 1968,6.114
Nauru,East Asia & Pacific,,,6219, yr 1968,
New Caledonia,East Asia & Pacific,60.196,22370.05555,99500, yr 1968,5.112
New Zealand,East Asia & Pacific,71.18,14279.12289,2759000, yr 1968,3.02304
Niue,East Asia & Pacific,,,, yr 1968,
Norfolk Island,East Asia & Pacific,,,, yr 1968,
Northern Mariana Islands,East Asia & Pacific,,,11563, yr 1968,
Palau,East Asia & Pacific,,,11607, yr 1968,
Papua New Guinea,East Asia & Pacific,42.329,1543.6843,2161618, yr 1968,6.208
Philippines,East Asia & Pacific,56.635,1848.05358,36424438, yr 1968,6.451
Pitcairn,East Asia & Pacific,,,, yr 1968,
Samoa,East Asia & Pacific,53.861,,136151, yr 1968,6.446
Singapore,East Asia & Pacific,68.132,5566.626571,2012000, yr 1968,3.388
Solomon Islands,East Asia & Pacific,53.22,1324.794265,154000, yr 1968,6.655
Taiwan,East Asia & Pacific,67.6,3244,13962358, yr 1968,
Thailand,East Asia & Pacific,58.325,1361.448726,35028438, yr 1968,5.911
Timor-Leste,East Asia & Pacific,38.341,,579831, yr 1968,6.262
Tokelau,East Asia & Pacific,,,, yr 1968,
Tonga,East Asia & Pacific,64.274,,81249, yr 1968,6.371
Tuvalu,East Asia & Pacific,,,5755, yr 1968,
Wallis et Futuna,East Asia & Pacific,,,8400, yr 1968,
Venezuela,America,,9904.458467,10041225, yr 1968,5.811
West Germany,Europe & Central Asia,,,, yr 1968,
Western Sahara,Middle East & North Africa,41.282,,57087, yr 1968,6.627
Vietnam,East Asia & Pacific,47.913,609.8831494,40511528, yr 1968,7.224
Virgin Islands (U.S.),America,,,, yr 1968,
Vanuatu,East Asia & Pacific,51.3,,80571, yr 1968,6.433
"Korea, United",East Asia & Pacific,,,43862159, yr 1968,
Angola,Sub-Saharan Africa,37.834,5473.288005,5894858, yr 1972,7.232
Benin,Sub-Saharan Africa,46.548,1085.796879,2761407, yr 1972,6.718
Botswana,Sub-Saharan Africa,55.745,2263.611114,619351, yr 1972,6.579
Burkina Faso,Sub-Saharan Africa,42.17,854.7359763,5433886, yr 1972,6.7
Burundi,Sub-Saharan Africa,44.072,464.0995039,3529983, yr 1972,6.801
Cameroon,Sub-Saharan Africa,46.818,1684.146528,7021028, yr 1972,6.283
Cape Verde,Sub-Saharan Africa,57.297,691.5225913,275392, yr 1972,7.015
Central African Rep.,Sub-Saharan Africa,,1070.013275,1927260, yr 1972,5.953
Chad,Sub-Saharan Africa,45.348,1104.103987,3899068, yr 1972,6.578
Comoros,Sub-Saharan Africa,48.681,1937.577675,250027, yr 1972,7.058
"Congo, Dem. Rep.",Sub-Saharan Africa,44.39,904.8960685,23007669, yr 1972,6.271
"Congo, Rep.",Sub-Saharan Africa,55.605,3213.152683,1340458, yr 1972,6.297
Cote d'Ivoire,Sub-Saharan Africa,49.156,2378.201111,6071696, yr 1972,7.937
Equatorial Guinea,Sub-Saharan Africa,40.347,672.4122571,277603, yr 1972,5.68
Eritrea,Sub-Saharan Africa,43.976,,, yr 1972,6.542
Eritrea and Ethiopia,Sub-Saharan Africa,,,33030559, yr 1972,
Ethiopia,Sub-Saharan Africa,43.492,566.2439442,30770372, yr 1972,6.81
Gabon,Sub-Saharan Africa,48.289,11401.94841,537977, yr 1972,4.854
Gambia,Sub-Saharan Africa,,756.0868363,517101, yr 1972,6.23
Ghana,Sub-Saharan Africa,49.773,1178.223708,9354120, yr 1972,6.915
Guinea,Sub-Saharan Africa,44.495,1898.542817,2416549, yr 1972,6.108
Guinea-Bissau,Sub-Saharan Africa,37.707,820.2245876,625361, yr 1972,6.845
Kenya,Sub-Saharan Africa,53.308,1222.359968,12044785, yr 1972,8.012
Lesotho,Sub-Saharan Africa,49.616,496.5815922,1116779, yr 1972,5.802
Liberia,Sub-Saharan Africa,45.29,803.0054535,1482628, yr 1972,6.544
Madagascar,Sub-Saharan Africa,44.629,1748.562982,7082430, yr 1972,7.318
Malawi,Sub-Saharan Africa,41.47,584.6219709,4730997, yr 1972,7.39
Mali,Sub-Saharan Africa,37.927,581.3688761,5828158, yr 1972,6.624
Mauritania,Sub-Saharan Africa,48.419,1586.851781,1332786, yr 1972,6.76
Mauritius,Sub-Saharan Africa,62.811,2575.484158,851334, yr 1972,3.339
Mayotte,Sub-Saharan Africa,63.404,,38842, yr 1972,
Mozambique,Sub-Saharan Africa,40.171,724.9178037,9809596, yr 1972,6.58
Namibia,Sub-Saharan Africa,53.623,3746.080948,821782, yr 1972,6.57
Niger,Sub-Saharan Africa,,,, yr 1972,
Nigeria,Sub-Saharan Africa,41.173,1698.388838,53740085, yr 1972,6.696
Reunion,Sub-Saharan Africa,63.831,5047.658563,461633, yr 1972,4.015
Rwanda,Sub-Saharan Africa,44.554,590.5806638,3992121, yr 1972,8.207
Saint Helena,Sub-Saharan Africa,,,5827, yr 1972,
Sao Tome and Principe,Sub-Saharan Africa,56.309,1532.985254,76595, yr 1972,6.51
Senegal,Sub-Saharan Africa,43.346,1597.712056,4588696, yr 1972,7.494
Seychelles,Sub-Saharan Africa,,7221.749947,57058, yr 1972,
Sierra Leone,Sub-Saharan Africa,36.963,1353.759762,2879013, yr 1972,5.838
Somalia,Sub-Saharan Africa,40.737,1254.576127,3840161, yr 1972,7.13
Somaliland,Sub-Saharan Africa,,,, yr 1972,
South Africa,Sub-Saharan Africa,53.51,7765.962636,23935810, yr 1972,5.471
Sudan,Sub-Saharan Africa,47.052,1659.652775,14597019, yr 1972,6.603
Swaziland,Sub-Saharan Africa,49.202,3364.836625,480105, yr 1972,6.87
Tanzania,Sub-Saharan Africa,47.484,915.9850592,, yr 1972,6.761
Togo,Sub-Saharan Africa,50.421,1649.660188,2056351, yr 1972,7.182
Uganda,Sub-Saharan Africa,50.709,950.735869,10190285, yr 1972,7.107
Zambia,Sub-Saharan Africa,49.91,1773.498265,4506497, yr 1972,7.446
Zimbabwe,Sub-Saharan Africa,55.516,799.3621758,5861135, yr 1972,7.42
Afghanistan,South Asia,35.91,739.9811058,13079460, yr 1972,7.697
Bangladesh,South Asia,44.463,630,70759295, yr 1972,6.864
Bhutan,South Asia,41.564,807.6225858,1087991, yr 1972,6.677
India,South Asia,50.143,758,567000000, yr 1972,5.312
Maldives,South Asia,51.145,719.3213789,122681, yr 1972,7.006
Nepal,South Asia,43.662,674.7881296,12412593, yr 1972,6.105
Pakistan,South Asia,55.004,1050,69325921, yr 1972,6.988
Sri Lanka,South Asia,63.73,1213.39553,13016733, yr 1972,4.083
Algeria,Middle East & North Africa,54.213,4182.663766,14760787, yr 1972,7.394
Bahrain,Middle East & North Africa,62.891,18268.65839,230800, yr 1972,6.089
Djibouti,Middle East & North Africa,44.145,3694.212352,178848, yr 1972,7.244
Egypt,Middle East & North Africa,,2024.008147,34807417, yr 1972,5.764
Iran,Middle East & North Africa,,8985.001142,30614000, yr 1972,6.452
Iraq,Middle East & North Africa,58.954,9202.012294,10061506, yr 1972,7.234
Israel,Middle East & North Africa,71.572,12786.93223,3095893, yr 1972,3.765
Jordan,Middle East & North Africa,56.026,2110.856309,1613551, yr 1972,7.827
Kuwait,Middle East & North Africa,67.46,109347.867,841934, yr 1972,6.983
Lebanon,Middle East & North Africa,65.267,7486.384341,2680018, yr 1972,4.845
Libya,Middle East & North Africa,52.522,21011.49721,2183877, yr 1972,7.584
Morocco,Middle East & North Africa,52.571,1930.194975,16660670, yr 1972,6.897
Oman,Middle East & North Africa,51.552,10618.03855,829050, yr 1972,7.2
Qatar,Middle East & North Africa,61.778,81068.89506,131794, yr 1972,6.794
Saudi Arabia,Middle East & North Africa,53.504,24837.42865,6472756, yr 1972,7.299
Syria,Middle East & North Africa,,2742.03436,6701172, yr 1972,7.539
Tunisia,Middle East & North Africa,55.19,2753.285994,5303507, yr 1972,6.304
United Arab Emirates,Middle East & North Africa,61.947,12703.61046,336325, yr 1972,6.402
West Bank and Gaza,Middle East & North Africa,55.982,3133.409277,1089572, yr 1972,
"Yemen, Rep.",Middle East & North Africa,39.493,1265.047031,7407075, yr 1972,8.684
Yemen Arab Republic (Former),Middle East & North Africa,,,, yr 1972,
Yemen Democratic (Former),Middle East & North Africa,,,, yr 1972,
Anguilla,America,,6031.553821,6318, yr 1972,
Antigua and Barbuda,America,,4333.744533,67016, yr 1972,
Argentina,America,67.181,9443.038526,24779799, yr 1972,3.148
Aruba,America,69.868,4939.758007,59461, yr 1972,2.691
Bahamas,America,,18152.43763,178332, yr 1972,3.455
Barbados,America,69.247,9853.806374,242445, yr 1972,2.798
Belize,America,67.369,2616.696579,127661, yr 1972,6.284
Bermuda,America,,40824.24744,53260, yr 1972,
Bolivia,America,46.56,2980.331339,4565872, yr 1972,6.496
Brazil,America,59.324,4985.711467,100840058, yr 1972,4.782
British Virgin Islands,America,,2878.504978,10016, yr 1972,
Canada,America,72.88,18970.57086,22284500, yr 1972,2.014
Cayman Islands,America,,21720.12835,11680, yr 1972,
Chile,America,63.266,5494.024437,9717524, yr 1972,3.679
Colombia,America,61.558,3264.660041,22542890, yr 1972,5.153
Costa Rica,America,67.855,5118.146939,1834796, yr 1972,4.488
Cuba,America,70.849,5305.445256,8831348, yr 1972,3.646
Dominica,America,,,, yr 1972,
Dominican Rep.,America,,2189.874499,4671329, yr 1972,5.782
Ecuador,America,58.64,5280.99471,6298651, yr 1972,6.07
El Salvador,America,56.979,4520.246008,3790903, yr 1972,6.01
Falkland Islands (Malvinas),America,,,, yr 1972,
French Guiana,America,65.617,,51609, yr 1972,4.267
Grenada,America,64.528,2404.583938,96618, yr 1972,4.537
Guadeloupe,America,67.51,,326841, yr 1972,4.548
Guatemala,America,53.449,4031.408271,5149581, yr 1972,6.208
Guyana,America,59.951,2439.146406,742869, yr 1972,5.076
Haiti,America,47.92,1654.456946,4698301, yr 1972,5.643
Honduras,America,53.666,2529.842345,2965146, yr 1972,7.111
Jamaica,America,68.892,7433.889293,1997616, yr 1972,5.108
Martinique,America,68.937,,330290, yr 1972,4.165
Mexico,America,62.319,6809.40669,55984294, yr 1972,6.525
Montserrat,America,,6076.25135,11978, yr 1972,
Netherlands Antilles,America,70.169,11045.68301,163778, yr 1972,2.691
Nicaragua,America,54.901,4688.593267,2182908, yr 1972,6.807
Panama,America,66.271,5364.249663,1616384, yr 1972,5.012
Paraguay,America,65.773,2523.337977,2614104, yr 1972,5.456
Peru,America,55.024,5937.827283,13954700, yr 1972,6.073
Puerto Rico,America,72.109,9123.041742,2847132, yr 1972,3.006
Saint Barthélemy,America,,,, yr 1972,
Saint Martin,America,,,, yr 1972,
Saint-Pierre-et-Miquelon,America,,,5673, yr 1972,
Saint Kitts and Nevis,America,,3182.978186,45651, yr 1972,
Saint Lucia,America,,3291.34907,106953, yr 1972,5.813
Saint Vincent and the Grenadines,America,,3012.804078,88717, yr 1972,5.629
Suriname,America,63.885,5504.437533,381410, yr 1972,5.336
Trinidad and Tobago,America,65.865,6619.551419,975199, yr 1972,3.444
Turks and Caicos Islands,America,,5635.859059,5960, yr 1972,
United States,America,71.34,24654.03512,209896000, yr 1972,2.049
Uruguay,America,68.795,5703.408898,2829526, yr 1972,2.969
Abkhazia,Europe & Central Asia,,,, yr 1972,
Akrotiri and Dhekelia,Europe & Central Asia,,,, yr 1972,
Albania,Europe & Central Asia,67.53,3313.422188,2263554, yr 1972,4.704
Andorra,Europe & Central Asia,,33080.00823,21425, yr 1972,
Armenia,Europe & Central Asia,70.625,,2647035, yr 1972,3.032
Austria,Europe & Central Asia,70.63,16661.6256,7544201, yr 1972,2.084
Azerbaijan,Europe & Central Asia,65.417,,5393681, yr 1972,4.348
Belarus,Europe & Central Asia,72.67,,9169156, yr 1972,2.248
Belgium,Europe & Central Asia,71.44,16672.14356,9709100, yr 1972,2.053
Bosnia and Herzegovina,Europe & Central Asia,67.244,2860.16975,3819000, yr 1972,2.675
Bulgaria,Europe & Central Asia,70.9,6597.494398,8576200, yr 1972,2.17
Channel Islands,Europe & Central Asia,72.379,,124086, yr 1972,1.918
Croatia,Europe & Central Asia,69.551,9164.090127,4225310, yr 1972,1.975
Cyprus,Europe & Central Asia,71.337,,, yr 1972,2.491
Czech Rep.,Europe & Central Asia,,13108.4536,9862158, yr 1972,2.143
Czechoslovakia,Europe & Central Asia,,,14455591, yr 1972,
Denmark,Europe & Central Asia,73.47,18059.77757,4991596, yr 1972,2.03
East Germany,Europe & Central Asia,,,, yr 1972,
Estonia,Europe & Central Asia,70.35,,1397391, yr 1972,2.129
Faeroe Islands,Europe & Central Asia,,,38946, yr 1972,
Finland,Europe & Central Asia,70.87,14358.8759,4639657, yr 1972,1.59
France,Europe & Central Asia,72.38,16840.55416,51732000, yr 1972,2.327
Georgia,Europe & Central Asia,68.068,3741.226071,4786475, yr 1972,2.579
Germany,Europe & Central Asia,71.01,,, yr 1972,1.736
Gibraltar,Europe & Central Asia,,,28873, yr 1972,
Greece,Europe & Central Asia,72.207,12129.80305,8888628, yr 1972,2.351
Greenland,Europe & Central Asia,,18676.02423,48258, yr 1972,
Guernsey,Europe & Central Asia,,,53818, yr 1972,
Holy See,Europe & Central Asia,,,, yr 1972,
Hungary,Europe & Central Asia,69.76,10168.65611,10394091, yr 1972,2.092
Iceland,Europe & Central Asia,74.46,15798.06362,209275, yr 1972,2.831
Ireland,Europe & Central Asia,71.02,9530.772896,3024400, yr 1972,3.825
Isle of Man,Europe & Central Asia,,9003.324437,54877, yr 1972,
Italy,Europe & Central Asia,72.19,12269.27378,54365564, yr 1972,2.377
Jersey,Europe & Central Asia,,,70268, yr 1972,
Kazakhstan,Europe & Central Asia,62.968,,13541694, yr 1972,3.44
Kosovo,Europe & Central Asia,,,7023750, yr 1972,
Kyrgyzstan,Europe & Central Asia,,,3094945, yr 1972,4.724
Latvia,Europe & Central Asia,70.25,6095.312282,2401244, yr 1972,1.968
Liechtenstein,Europe & Central Asia,,35543.7705,22240, yr 1972,
Lithuania,Europe & Central Asia,71.26,,3213271, yr 1972,2.3
Luxembourg,Europe & Central Asia,70.71,23883.19799,346600, yr 1972,1.778
"Macedonia, FYR",Europe & Central Asia,67.321,5599.495457,1617701, yr 1972,2.877
Malta,Europe & Central Asia,70.501,4129.491285,319430, yr 1972,2.038
Moldova,Europe & Central Asia,64.806,,3703001, yr 1972,2.542
Monaco,Europe & Central Asia,,21153.40615,24371, yr 1972,
Montenegro,Europe & Central Asia,70.344,,8840966, yr 1972,2.37
Netherlands,Europe & Central Asia,,,, yr 1972,
Ngorno-Karabakh,Europe & Central Asia,,,, yr 1972,
Northern Cyprus,Europe & Central Asia,,,, yr 1972,
Norway,Europe & Central Asia,74.34,17810,3933004, yr 1972,2.39
Poland,Europe & Central Asia,70.85,8006.506993,33039545, yr 1972,2.231
Portugal,Europe & Central Asia,69.26,9022.247417,8970450, yr 1972,2.752
Romania,Europe & Central Asia,68.83,8011.414402,20662648, yr 1972,2.729
Russia,Europe & Central Asia,,,131768681, yr 1972,1.993
San Marino,Europe & Central Asia,,18788.21673,18481, yr 1972,
Serbia,Europe & Central Asia,68.608,,, yr 1972,2.366
Serbia and Montenegro,Europe & Central Asia,,,8840966, yr 1972,
Serbia excluding Kosovo,Europe & Central Asia,,,7023750, yr 1972,
Slovak Republic,Europe & Central Asia,70.35,9674.167626,4593433, yr 1972,2.492
Slovenia,Europe & Central Asia,69.759,12383.4862,1694510, yr 1972,2.221
South Ossetia,Europe & Central Asia,,,, yr 1972,
Spain,Europe & Central Asia,73.06,10638.75131,34513161, yr 1972,2.882
Svalbard,Europe & Central Asia,,,, yr 1972,
Sweden,Europe & Central Asia,74.72,18723,8122293, yr 1972,1.917
Switzerland,Europe & Central Asia,73.78,27195.11304,6401400, yr 1972,1.868
Tajikistan,Europe & Central Asia,60.729,,3145141, yr 1972,6.814
Transnistria,Europe & Central Asia,,,, yr 1972,
Turkey,Europe & Central Asia,56.745,3879.150411,37492953, yr 1972,5.47
Turkmenistan,Europe & Central Asia,58.989,,2313102, yr 1972,6.175
Ukraine,Europe & Central Asia,70.86,,48026627, yr 1972,2.126
United Kingdom,Europe & Central Asia,72.1,15895.11641,56079000, yr 1972,2.086
USSR,Europe & Central Asia,,,247343292, yr 1972,
Uzbekistan,Europe & Central Asia,63.482,,12741848, yr 1972,6.338
Yugoslavia,Europe & Central Asia,67.46,,20197487, yr 1972,
Åland,Europe & Central Asia,,,, yr 1972,
American Samoa,East Asia & Pacific,,,28202, yr 1972,
Australia,East Asia & Pacific,71.93,16788.62948,13177000, yr 1972,2.743
Brunei,East Asia & Pacific,67.892,54117.15906,141500, yr 1972,5.427
Cambodia,East Asia & Pacific,40.271,421.6240257,7450606, yr 1972,5.547
China,East Asia & Pacific,63.11888,702.9432554,862030000, yr 1972,4.91
Christmas Island,East Asia & Pacific,,,, yr 1972,
Cocos Island,East Asia & Pacific,,,, yr 1972,
Cook Islands,East Asia & Pacific,,1889.71577,21345, yr 1972,
Fiji,East Asia & Pacific,60.443,2797.759484,544000, yr 1972,4.275
French Polynesia,East Asia & Pacific,60.703,14567.15624,124000, yr 1972,5.279
Guam,East Asia & Pacific,66.363,,96755, yr 1972,4.137
"Hong Kong, China",East Asia & Pacific,71.809,8315.928145,4115700, yr 1972,2.996
Indonesia,East Asia & Pacific,48.911,1111.107907,121282000, yr 1972,5.338
Japan,East Asia & Pacific,73.42,14778.78636,107188273, yr 1972,2.109
Kiribati,East Asia & Pacific,,5315.884246,50637, yr 1972,
"Korea, Dem. Rep.",East Asia & Pacific,63.576,3002,14781241, yr 1972,3.761
"Korea, Rep.",East Asia & Pacific,60.598,2458,33505000, yr 1972,4.27
Laos,East Asia & Pacific,,962.4132478,2964403, yr 1972,5.992
"Macao, China",East Asia & Pacific,66.372,9344.183089,261202, yr 1972,2.995
Malaysia,East Asia & Pacific,62.622,2849.09478,11441462, yr 1972,5.194
Marshall Islands,East Asia & Pacific,,,23729, yr 1972,
"Micronesia, Fed. Sts.",East Asia & Pacific,62.519,3495.176267,60427, yr 1972,6.894
Mongolia,East Asia & Pacific,53.52,1421.741975,1320500, yr 1972,7.406
Myanmar,East Asia & Pacific,52.914,725.046779,28466390, yr 1972,5.918
Nauru,East Asia & Pacific,,6938.730432,6800, yr 1972,
New Caledonia,East Asia & Pacific,61.232,32001.30686,125500, yr 1972,5.081
New Zealand,East Asia & Pacific,71.89,16046.03728,2929100, yr 1972,2.90378
Niue,East Asia & Pacific,,,, yr 1972,
Norfolk Island,East Asia & Pacific,,,, yr 1972,
Northern Mariana Islands,East Asia & Pacific,,,13572, yr 1972,
Palau,East Asia & Pacific,,28494.55189,12416, yr 1972,
Papua New Guinea,East Asia & Pacific,44.495,1898.542817,2416549, yr 1972,6.108
Philippines,East Asia & Pacific,57.937,1989.37407,40850141, yr 1972,6.06
Pitcairn,East Asia & Pacific,,,, yr 1972,
Samoa,East Asia & Pacific,55.89,,148489, yr 1972,5.755
Singapore,East Asia & Pacific,69.402,8597.756202,2152400, yr 1972,2.653
Solomon Islands,East Asia & Pacific,55.308,864.9742531,174500, yr 1972,7.145
Taiwan,East Asia & Pacific,69.39,4590,15226039, yr 1972,
Thailand,East Asia & Pacific,60.48,1524.358936,39276153, yr 1972,5.17
Timor-Leste,East Asia & Pacific,39.093,,629961, yr 1972,6.036
Tokelau,East Asia & Pacific,,,, yr 1972,
Tonga,East Asia & Pacific,65.555,,85600, yr 1972,5.616
Tuvalu,East Asia & Pacific,,2349.435505,5857, yr 1972,
Wallis et Futuna,East Asia & Pacific,,,8500, yr 1972,
Venezuela,America,,10505.25966,11515649, yr 1972,5.053
West Germany,Europe & Central Asia,,,, yr 1972,
Western Sahara,Middle East & North Africa,43.022,,75843, yr 1972,6.597
Vietnam,East Asia & Pacific,50.109,699.5016441,44655014, yr 1972,6.798
Virgin Islands (U.S.),America,,,, yr 1972,
Vanuatu,East Asia & Pacific,53.7,,90800, yr 1972,6.134
"Korea, United",East Asia & Pacific,,,48286241, yr 1972,
Angola,Sub-Saharan Africa,39.463,3050.315826,5942225, yr 1976,7.186
Benin,Sub-Saharan Africa,48.785,1002.186242,3080268, yr 1976,6.879
